,Unnamed: 0,No.,Email address,Gender,Last Name,First Name,Smoking,Alchohol,Uni,Nationality,School,Major,Habit,Roommate
1034,1034,1034,lefthand@mac.com,male,Gibbon,Patricia,no,yes,gp2993,Belgium,SPS,Business Management,Night Owl,Yes
1035,1035,1035,fated@gmail.com,male,Holt,Ansel,yes,no,ha9397,Nigeria,SEAS,Comparative Literature & Society,Night Owl,Yes
1036,1036,1036,outmoded@gmail.com,female,Thomson,Asa,no,yes,ta8708,Kyrgyzstan,Medicine,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1037,1037,1037,alright@icloud.com,female,Springhall,Genevieve,no,no,sg1292,Chile,SPS,Film & Media Studies,Early Bird,Yes
1038,1038,1038,anesthetic@yahoo.com,female,Bruno,Christopher,no,yes,bc9272,Timor-Leste,CC,Modern Languages,Night Owl,Yes
1039,1039,1039,forged@126.com,male,Anthony,Frances,yes,yes,af1499,Fiji,CC,Sociology,Night Owl,Yes
1040,1040,1040,collegiate@gmail.com,male,Johnny,Vito,yes,no,jv1413,Jordan,Arts,Anthropology,Early Bird,Yes
1041,1041,1041,attainable@gmail.com,female,Moll,Eric,yes,no,me9713,Portugal,SIPA,Environmental Biology and Evolutionary Biology of the Human Species,Night Owl,Yes
1042,1042,1042,busing@icloud.com,male,Bentham,Lance,no,no,bl7496,North Korea,JTS,Mathematics,Early Bird,Yes
1043,1043,1043,doubleaction@qq.com,male,Winifred,Myrna,no,no,wm4341,Swaziland,MSPH,American Studies,Night Owl,Yes
1044,1044,1044,warlike@outlook.com,female,Grant,Adelaide,no,yes,ga6051,Jamaica,BC,Psychology,Early Bird,Yes
1045,1045,1045,bluechip@hotmail.com,female,Lyly,Oswald,no,yes,lo2944,Rwanda,Medicine,Electrical Engineering,Early Bird,Yes
1046,1046,1046,ageold@yahoo.com,female,I.,Bblythe,yes,no,ib5201,Denmark,CBS,Chemistry,Night Owl,Yes
1047,1047,1047,goofy@att.net,female,Carnegie,Bob,no,yes,cb5968,Poland,SPS,Comparative Literature & Society,Night Owl,Yes
1048,1048,1048,ripped@sina.com,male,Smedley,Broderick,no,yes,sb7872,Mauritania,CC,Music,Early Bird,Yes
1049,1049,1049,unscathed@126.com,female,Bloomer,Caesar,no,yes,bc2556,Lithuania,SGS,Art History,Early Bird,Yes
1050,1050,1050,omnipotent@gmail.com,female,Morley,Cynthia,yes,no,mc8830,Haiti,CJS,Economics,Early Bird,Yes
1051,1051,1051,lefthand@gmail.com,female,Johnson,Elijah,no,yes,je1542,Ethiopia,MSPH,Sustainable Development,Night Owl,Yes
1052,1052,1052,untidy@att.net,female,Holmes,Jeffrey,no,yes,hj8648,Iraq,UTS,"Middle Eastern, South Asian, African Studies",Early Bird,Yes
1053,1053,1053,oneday@126.com,female,Peacock,Coral,no,yes,pc5633,Vanuatu,SGS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1054,1054,1054,garbled@hotmail.com,female,Sarah,Dunn,no,no,sd1828,Guyana,GSAPP,"Middle Eastern, South Asian, African Studies",Early Bird,Yes
1055,1055,1055,descending@msn.com,male,Theresa,Camille,no,no,tc8198,Tonga,CLS,American Studies,Night Owl,Yes
1056,1056,1056,recommended@msn.com,female,Evelina,Martha,yes,no,em2931,Solomon Islands,UTS,Industrial Engineering & Operations Research,Night Owl,Yes
1057,1057,1057,auspicious@icloud.com,male,Nelson,Osborn,yes,no,no4405,Turkmenistan,SIPA,Creative Writing,Early Bird,Yes
1058,1058,1058,threehour@mac.com,female,Moses,Miriam,yes,yes,mm5213,Botswana,CBS,Biochemistry,Early Bird,Yes
1059,1059,1059,insolent@icloud.com,male,Finn,Nelson,yes,yes,fn8601,Sweden,CBS,Philosophy,Early Bird,Yes
1060,1060,1060,selfconfident@hotmail.com,male,Onions,Clarence,yes,yes,oc6006,Hungary,BC,Biology,Early Bird,Yes
1061,1061,1061,selfassured@att.net,male,FitzGerald,Gladys,no,no,fg4700,Peru,SGS,Sociology,Night Owl,Yes
1062,1062,1062,averse@outlook.com,male,Jackson,Berg,yes,yes,jb8231,Guernsey,TC,Sociology,Night Owl,Yes
1063,1063,1063,effortless@163.com,female,Emmie,Lauren,no,no,el3141,Saint Vincent and the Grenadines,SGS,Political Science,Night Owl,Yes
1064,1064,1064,intractable@126.com,male,Amelia,Kerr,yes,no,ak2418,Gibraltar,Arts,Electrical Engineering,Early Bird,Yes
1065,1065,1065,charging@sina.com,female,Thompson,Lewis,yes,no,tl9450,Norway,SIPA,Industrial Engineering & Operations Research,Night Owl,Yes
1066,1066,1066,stunted@yahoo.com,female,Rob,Sibyl,no,no,rs1539,Vanuatu,SPS,Computer Science,Early Bird,Yes
1067,1067,1067,attacking@outlook.com,female,Halifax,Hannah,no,yes,hh4927,Burundi,MSPH,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1068,1068,1068,inconspicuous@outlook.com,male,Juliana,Vivien,no,no,jv5927,Syria,Nursing,"Middle Eastern, South Asian, African Studies",Early Bird,Yes
1069,1069,1069,soluble@126.com,female,Whitman,Kay,yes,no,wk5705,Solomon Islands,GSAS,Business Management,Night Owl,Yes
1070,1070,1070,unrestricted@gmail.com,female,Dewar,Aldrich,no,no,da1251,Laos,GSAS,Film & Media Studies,Night Owl,Yes
1071,1071,1071,bullish@outlook.com,female,Gosse,Tammy,yes,no,gt4705,Turkey,TC,French,Early Bird,Yes
1072,1072,1072,unsuitable@icloud.com,male,Bobby,Devin,no,no,bd1409,Turkmenistan,SIPA,Biochemistry,Early Bird,Yes
1073,1073,1073,bountiful@qq.com,male,Hobbes,Leo,yes,yes,hl8538,Canada,UTS,Electrical Engineering,Early Bird,Yes
1074,1074,1074,measuring@gmail.com,male,Maurice,Primo,no,no,mp8380,Mauritius,CBS,Visual Arts,Night Owl,Yes
1075,1075,1075,caustic@att.net,male,Marshall,Marsh,no,no,mm1060,Portugal,GSAS,Sustainable Development,Early Bird,Yes
1076,1076,1076,peacekeeping@msn.com,female,Newman,Sigrid,no,yes,ns7129,Laos,CJS,Physics,Early Bird,Yes
1077,1077,1077,illadvised@yahoo.com,female,Lucas,Debby,yes,no,ld5105,Brazil,SSW,Art History,Night Owl,Yes
1078,1078,1078,stolid@163.com,female,Pigou,Laurel,no,no,pl1523,Congo,MSPH,Chemical Engineering,Night Owl,Yes
1079,1079,1079,aggravated@126.com,male,Spenser,Donahue,yes,yes,sd6994,Iraq,CCS,Political Science,Early Bird,Yes
1080,1080,1080,disquieting@gmail.com,female,Katrine,Dana,yes,no,kd1907,Zambia,CJS,Human Rights,Night Owl,Yes
1081,1081,1081,threadbare@icloud.com,male,McCarthy,Bard,no,yes,mb2269,Greece,SEAS,Industrial Engineering & Operations Research,Early Bird,Yes
1082,1082,1082,psychedelic@yahoo.com,female,Watt,Gerald,no,no,wg3088,Peru,CLS,Physics,Night Owl,Yes
1083,1083,1083,staid@qq.com,male,Ackermann,Alan,yes,yes,aa4370,Solomon Islands,SGS,Visual Arts,Early Bird,Yes
1084,1084,1084,kneeling@qq.com,female,Eleanor,Kent,no,yes,ek9966,Sudan,SSW,Earth & Environmental Engineering,Night Owl,Yes
1085,1085,1085,wispy@msn.com,male,Salome,Yvonne,no,no,sy5996,Sweden,CBS,Mathematics,Early Bird,Yes
1086,1086,1086,undamaged@163.com,male,Austin,Deborah,yes,no,ad5746,Congo,UTS,English,Early Bird,Yes
1087,1087,1087,firsttime@gmail.com,male,Raymond,Meredith,yes,yes,rm4561,Nigeria,SEAS,Physics,Night Owl,Yes
1088,1088,1088,rapt@gmail.com,female,Wyatt,Mick,yes,yes,wm2022,Fiji,CJS,Economics,Early Bird,Yes
1089,1089,1089,waning@yahoo.com,male,Malan,Carey,yes,no,mc2569,Chile,VCPS,French,Early Bird,Yes
1090,1090,1090,checkered@qq.com,female,Kelsen,Cecil,yes,no,kc8830,Dominica,GSAPP,Physics,Night Owl,Yes
1091,1091,1091,digging@sina.com,female,Wheatley,Moira,no,no,wm8588,Greece,GSAPP,"Middle Eastern, South Asian, African Studies",Early Bird,Yes
1092,1092,1092,toplevel@gmail.com,male,Baker,Regina,no,no,br2788,Reunion,Arts,Creative Writing,Night Owl,Yes
1093,1093,1093,signed@sina.com,male,Webb,Chasel,yes,yes,wc2454,Saint Pierre and Miquelon,CLS,Music,Early Bird,Yes
1094,1094,1094,stellar@yahoo.com,female,Stella,Calvin,yes,no,sc9245,Lebanon,SPS,Psychology,Early Bird,Yes
1095,1095,1095,tantalizing@hotmail.com,female,Lowell,Stanley,yes,no,ls3045,Iran,CLS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1096,1096,1096,washed@msn.com,female,Leopold,Nydia,yes,yes,ln7594,New Zealand,Arts,Music,Night Owl,Yes
1097,1097,1097,created@163.com,male,Joel,Alva,yes,no,ja1021,Liechtenstein,CCS,American Studies,Early Bird,Yes
1098,1098,1098,sorrowful@gmail.com,female,Warren,Joy,no,yes,wj9094,British Indian Ocean Territory,SIPA,Comparative Literature & Society,Early Bird,Yes
1099,1099,1099,announced@mac.com,female,Sawyer,Bowen,no,yes,sb6742,Benin,UTS,"Middle Eastern, South Asian, African Studies",Early Bird,Yes
1100,1100,1100,helluva@yahoo.com,female,Isabel,Dominic,yes,no,id9986,Aruba,SSW,Earth & Environmental Engineering,Early Bird,Yes
1101,1101,1101,addictive@sina.com,male,Yale,Zona,yes,yes,yz6766,Iceland,UTS,American Studies,Night Owl,Yes
1102,1102,1102,vanquished@126.com,male,Jenkins,Hunter,no,no,jh4799,Switzerland,CLS,Creative Writing,Night Owl,Yes
1103,1103,1103,studious@gmail.com,male,Daniel,Stanford,no,yes,ds3767,Guyana,Nursing,Comparative Literature & Society,Night Owl,Yes
1104,1104,1104,arch@hotmail.com,male,Kitto,Elsie,yes,yes,ke7942,Germany,SIPA,Philosophy,Night Owl,Yes
1105,1105,1105,thorny@hotmail.com,female,Piers,Sebastiane,yes,no,ps9210,Saint Kitts and Nevis,Arts,Anthropology,Night Owl,Yes
1106,1106,1106,disembodied@gmail.com,male,Sharp,Ida,no,yes,si1026,Madagascar,GSAPP,Comparative Literature & Society,Early Bird,Yes
1107,1107,1107,selfless@126.com,male,Helina,Tiffany,yes,yes,ht2157,Libya,Medicine,Computer Science,Early Bird,Yes
1108,1108,1108,orthopedic@yahoo.com,female,Evan,Vic,yes,no,ev7430,Kazakhstan,MSPH,Civil Engineering,Night Owl,Yes
1109,1109,1109,incomparable@att.net,female,Minnie,Colbert,no,no,mc6589,Coral Sea Islands,VCPS,Industrial Engineering & Operations Research,Night Owl,Yes
1110,1110,1110,cutting@att.net,male,Harriman,Eugene,no,no,he6394,Maldives,GSAS,Biomedical Engineering,Early Bird,Yes
1111,1111,1111,unpainted@sina.com,male,Symons,Rebecca,yes,yes,sr3055,Lithuania,CC,Electrical Engineering,Night Owl,Yes
1112,1112,1112,fortuitous@hotmail.com,female,DeQuincey,Octavia,no,yes,do5960,Finland,GSAS,Economics,Night Owl,Yes
1113,1113,1113,perplexed@sina.com,male,Felix,Elvira,yes,yes,fe4301,Germany,SSW,American Studies,Night Owl,Yes
1114,1114,1114,downcast@hotmail.com,male,Abbott,Tracy,yes,no,at2646,Philippines,JTS,Business Management,Early Bird,Yes
1115,1115,1115,omnipresent@outlook.com,female,Benson,Suzanne,no,yes,bs1611,Andorra,Arts,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1116,1116,1116,recommended@msn.com,male,Bulwer,Xaviera,no,yes,bx6178,India,CJS,Biology,Night Owl,Yes
1117,1117,1117,factional@gmail.com,male,Cissie,Teresa,yes,yes,ct5084,Suriname,CC,Comparative Literature & Society,Early Bird,Yes
1118,1118,1118,midwestern@yahoo.com,male,Dickens,Rock,no,yes,dr4720,Chad,CC,Comparative Literature & Society,Early Bird,Yes
1119,1119,1119,helmeted@yahoo.com,male,Maggie,Nelly,yes,yes,mn3474,Mayotte,CCS,Biology,Early Bird,Yes
1120,1120,1120,saintly@icloud.com,male,Noel,Dean,no,no,nd4867,Switzerland,TC,Biomedical Engineering,Early Bird,Yes
1121,1121,1121,wellmeaning@msn.com,female,Crofts,Griffith,yes,yes,cg1257,Papua New Guinea,CC,Creative Writing,Night Owl,Yes
1122,1122,1122,eucalyptus@sina.com,female,Huntington,Constance,yes,yes,hc7021,Puerto Rico,Nursing,Environmental Biology and Evolutionary Biology of the Human Species,Early Bird,Yes
1123,1123,1123,perceptible@outlook.com,female,Christie,Harry,no,no,ch6831,Tanzania,MSPH,Computer Science,Night Owl,Yes
1124,1124,1124,flipping@hotmail.com,female,Hart,Duke,no,no,hd7257,Sri Lanka,SSW,Art History,Night Owl,Yes
1125,1125,1125,upsetting@gmail.com,male,Black,Gwendolyn,no,no,bg6342,Indonesia,SEAS,Computer Science,Night Owl,Yes
1126,1126,1126,named@sina.com,male,Montgomery,Nicole,yes,no,mn1313,Sao Tome and Principe,SIPA,Mathematics,Night Owl,Yes
1127,1127,1127,softspoken@msn.com,male,Brown,Anastasia,yes,no,ba3804,Canada,CCS,Chemical Engineering,Early Bird,Yes
1128,1128,1128,adaptive@att.net,male,Harte,Ella,no,no,he6078,Portugal,CC,East Asian Studies,Early Bird,Yes
1129,1129,1129,unattended@att.net,male,George,Fabian,no,yes,gf2981,United Kingdom,CCS,Creative Writing,Night Owl,Yes
1130,1130,1130,extrinsic@gmail.com,female,Nicol,Haley,yes,no,nh8649,Wallis and Futuna,GSAS,Film & Media Studies,Night Owl,Yes
1131,1131,1131,deductible@qq.com,female,Dolly,Victor,yes,no,dv8358,Colombia,Arts,Psychology,Early Bird,Yes
1132,1132,1132,vaulted@att.net,female,Dewey,Wanda,no,yes,dw8775,Europa Island,Arts,Modern Languages,Night Owl,Yes
1133,1133,1133,springy@163.com,female,Wilson,Mag,no,yes,wm4802,Australia,CBS,Creative Writing,Night Owl,Yes
1134,1134,1134,chronological@qq.com,female,Charles,Martin,no,yes,cm9371,Bolivia,SGS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1135,1135,1135,cautionary@att.net,male,Garden,Dick,yes,no,gd2432,Equatorial Guinea,BC,Sustainable Development,Early Bird,Yes
1136,1136,1136,neverending@yahoo.com,male,Oliver,Renata,no,no,or4947,Netherlands,Nursing,French,Night Owl,Yes
1137,1137,1137,tinkling@att.net,male,Dan,Ivy,yes,no,di9809,Colombia,JTS,Comparative Literature & Society,Night Owl,Yes
1138,1138,1138,showy@att.net,male,Keats,Arthur,yes,no,ka8059,Chad,SEAS,Biology,Early Bird,Yes
1139,1139,1139,concluding@icloud.com,female,Snow,Webb,no,no,sw9088,Timor-Leste,MSPH,History,Night Owl,Yes
1140,1140,1140,recalcitrant@gmail.com,male,Graham,Saxon,yes,no,gs3845,Ghana,GSAS,French,Night Owl,Yes
1141,1141,1141,innermost@icloud.com,female,Hamlet,Ben,yes,no,hb9138,Ireland,Medicine,Computer Science,Night Owl,Yes
1142,1142,1142,unperturbed@hotmail.com,male,Truman,Bart,yes,yes,tb7611,France,VCPS,Economics,Night Owl,Yes
1143,1143,1143,inane@yahoo.com,female,Anna,Murphy,yes,yes,am4539,Guinea,CCS,Industrial Engineering & Operations Research,Night Owl,Yes
1144,1144,1144,spherical@126.com,male,Wordsworth,Earl,no,yes,we7181,Bermuda,Medicine,Modern Languages,Night Owl,Yes
1145,1145,1145,barefooted@gmail.com,female,Macadam,Ronald,yes,yes,mr1207,Solomon Islands,GSAS,Human Rights,Early Bird,Yes
1146,1146,1146,diminutive@mac.com,female,Child,Randolph,yes,yes,cr3849,Austria,SIPA,Psychology,Early Bird,Yes
1147,1147,1147,contrite@sina.com,female,Maxwell,Elsa,no,yes,me4782,Liberia,GSAPP,Earth & Environmental Engineering,Early Bird,Yes
1148,1148,1148,earlymorning@163.com,female,Longfellow,Candice,no,no,lc7322,British Virgin Islands,GSAPP,Mechanical Engineering,Night Owl,Yes
1149,1149,1149,doctoral@yahoo.com,male,Lloyd,Phoebe,no,no,lp2552,Guyana,SPS,Biomedical Engineering,Night Owl,Yes
1150,1150,1150,downtoearth@msn.com,female,Nahum,Monica,yes,no,nm7754,Netherlands Antilles,SEAS,Environmental Biology and Evolutionary Biology of the Human Species,Early Bird,Yes
1151,1151,1151,sixfoot@gmail.com,male,Richard,Iris,no,no,ri2683,Panama,SPS,Chemistry,Early Bird,Yes
1152,1152,1152,created@icloud.com,female,Lee,Matthew,no,yes,lm3376,Qatar,SGS,Music,Night Owl,Yes
1153,1153,1153,bleary@hotmail.com,female,Hawthorne,Florence,yes,yes,hf4393,Pitcairn Islands,SSW,Chemistry,Early Bird,Yes
1154,1154,1154,sharpened@yahoo.com,male,Raglan,Ann,yes,yes,ra5403,Svalbard,SEAS,Visual Arts,Night Owl,Yes
1155,1155,1155,bountiful@gmail.com,female,Bradley,Herbert,yes,yes,bh9434,Libya,UTS,Anthropology,Night Owl,Yes
1156,1156,1156,maudlin@icloud.com,male,Vogt,Colby,yes,yes,vc9792,Nicaragua,Nursing,Earth & Environmental Engineering,Early Bird,Yes
1157,1157,1157,darkening@yahoo.com,female,Kelley,Hugh,no,yes,kh8257,Syria,TC,Business Management,Night Owl,Yes
1158,1158,1158,triumphal@att.net,female,Cotton,Mildred,no,no,cm6829,China,VCPS,American Studies,Night Owl,Yes
1159,1159,1159,amenable@msn.com,male,Peg,Molly,no,yes,pm9561,Haiti,JTS,Film & Media Studies,Night Owl,Yes
1160,1160,1160,endemic@163.com,female,Noyes,Marshall,yes,yes,nm6606,Niue,SIPA,Music,Night Owl,Yes
1161,1161,1161,abashed@163.com,male,Conan,Theobald,yes,no,ct5405,Bangladesh,SIPA,Neuroscience & Behavior,Early Bird,Yes
1162,1162,1162,unfulfilled@163.com,female,Marlowe,Novia,yes,no,mn4841,Cook Islands,TC,Visual Arts,Early Bird,Yes
1163,1163,1163,wornout@msn.com,female,Berkeley,Winfred,yes,yes,bw1581,Russia,SSW,Civil Engineering,Early Bird,Yes
1164,1164,1164,voracious@126.com,female,Hicks,Belle,no,no,hb4848,Wake Island,GSAS,Industrial Engineering & Operations Research,Night Owl,Yes
1165,1165,1165,threehour@outlook.com,male,Gallup,Pag,yes,no,gp3364,Northern Mariana Islands,Medicine,Political Science,Early Bird,Yes
1166,1166,1166,undulating@sina.com,male,Bush,Ted,no,yes,bt4696,Northern Mariana Islands,CBS,Mathematics,Early Bird,Yes
1167,1167,1167,paralyzed@hotmail.com,male,Hansen,Burnell,yes,yes,hb8986,Luxembourg,VCPS,Biology,Early Bird,Yes
1168,1168,1168,unbridled@icloud.com,female,Matthew,Letitia,no,no,ml1209,Martinique,MSPH,Biochemistry,Night Owl,Yes
1169,1169,1169,filmy@msn.com,female,Stephen,Darcy,no,no,sd6671,Nauru,Arts,History,Night Owl,Yes
1170,1170,1170,antiabortion@qq.com,female,Hoyle,Dempsey,yes,yes,hd3199,Christmas Island,VCPS,Biochemistry,Early Bird,Yes
1171,1171,1171,disorganized@icloud.com,male,Pope,Lionel,no,yes,pl4263,North Korea,Medicine,Mathematics,Night Owl,Yes
1172,1172,1172,bullish@yahoo.com,male,Evans,Donald,no,no,ed8682,American Samoa,Nursing,Computer Science,Early Bird,Yes
1173,1173,1173,rockandroll@sina.com,male,Cook,Ford,no,no,cf6525,Guernsey,CJS,Chemistry,Night Owl,Yes
1174,1174,1174,burnedout@163.com,female,Hodge,Hogan,no,yes,hh4750,Christmas Island,CC,Modern Languages,Night Owl,Yes
1175,1175,1175,hashish@hotmail.com,male,Bray,Eartha,no,no,be4895,Panama,CLS,Film & Media Studies,Early Bird,Yes
1176,1176,1176,starved@outlook.com,female,Edison,Ken,no,no,ek2275,Grenada,CCS,Comparative Literature & Society,Early Bird,Yes
1177,1177,1177,sinuous@163.com,male,Walkley,Antony,yes,yes,wa2433,Suriname,SSW,Comparative Literature & Society,Early Bird,Yes
1178,1178,1178,arresting@163.com,female,Asheley,Cheryl,no,yes,ac3264,Czech Republic,JTS,Biochemistry,Night Owl,Yes
1179,1179,1179,leaden@icloud.com,male,Norton,Giles,yes,yes,ng3751,Czech Republic,JTS,Human Rights,Night Owl,Yes
1180,1180,1180,timehonored@yahoo.com,male,Davy,Helen,yes,no,dh9166,Gibraltar,Arts,Mechanical Engineering,Early Bird,Yes
1181,1181,1181,oldline@163.com,female,Adela,Reg,yes,yes,ar8863,Kyrgyzstan,MSPH,Philosophy,Night Owl,Yes
1182,1182,1182,premarital@126.com,female,Pearson,Frank,yes,yes,pf1145,Paraguay,Medicine,Mathematics,Night Owl,Yes
1183,1183,1183,silverhaired@mac.com,female,Fred,Justin,no,no,fj2421,Monaco,JTS,Physics,Early Bird,Yes
1184,1184,1184,scented@msn.com,female,Dunbar,Jason,yes,no,dj5746,Chad,VCPS,Chemistry,Early Bird,Yes
1185,1185,1185,buxom@gmail.com,female,Ingersoll,Mavis,no,yes,im5548,Tanzania,Nursing,Political Science,Night Owl,Yes
1186,1186,1186,escaping@mac.com,male,Toland,Stan,yes,no,ts9765,Togo,MSPH,Human Rights,Night Owl,Yes
1187,1187,1187,firstyear@gmail.com,male,Jerry,Gale,no,yes,jg9956,Hungary,Nursing,Art History,Early Bird,Yes
1188,1188,1188,recalcitrant@163.com,male,Zangwill,Clark,no,no,zc3514,Iceland,Nursing,Sustainable Development,Early Bird,Yes
1189,1189,1189,mauve@126.com,female,Acheson,Kama,no,yes,ak8774,Glorioso Islands,SGS,Music,Early Bird,Yes
1190,1190,1190,reasoned@att.net,male,Brewster,Benson,no,no,bb1830,Iraq,CBS,Electrical Engineering,Early Bird,Yes
1191,1191,1191,departing@gmail.com,male,Hornby,Roxanne,yes,no,hr2989,Sao Tome and Principe,SEAS,Anthropology,Night Owl,Yes
1192,1192,1192,checkered@qq.com,male,Eugene,Steven,no,no,es3273,Barbados,UTS,Earth & Environmental Engineering,Night Owl,Yes
1193,1193,1193,escaping@msn.com,male,Nichols,Cyril,no,yes,nc2094,Ecuador,TC,Art History,Night Owl,Yes
1194,1194,1194,contending@gmail.com,female,Charlotte,Channing,no,yes,cc1745,Cayman Islands,UTS,Creative Writing,Early Bird,Yes
1195,1195,1195,perplexed@att.net,male,Meg,Kyle,yes,no,mk5130,Peru,TC,Earth & Environmental Engineering,Early Bird,Yes
1196,1196,1196,coercive@yahoo.com,female,Roosevelt,Hobart,yes,yes,rh8978,Saint Vincent and the Grenadines,CBS,Computer Science,Night Owl,Yes
1197,1197,1197,stressful@att.net,female,Augustus,Jesse,yes,no,aj8996,Netherlands Antilles,SSW,"Middle Eastern, South Asian, African Studies",Early Bird,Yes
1198,1198,1198,endearing@gmail.com,male,Swift,Jim,no,yes,sj7254,Guinea,CLS,Mathematics,Early Bird,Yes
1199,1199,1199,venomous@yahoo.com,female,Nelly,Alberta,yes,no,na9799,Virgin Islands,BC,Economics,Early Bird,Yes
1200,1200,1200,spinning@msn.com,male,Tout,Enoch,yes,yes,te3188,Iran,Arts,Environmental Biology and Evolutionary Biology of the Human Species,Night Owl,Yes
1201,1201,1201,evocative@qq.com,female,Edgeworth,Carter,no,no,ec3280,Gibraltar,UTS,Comparative Literature & Society,Early Bird,Yes
1202,1202,1202,weightless@126.com,male,Gladstone,Adela,no,no,ga5354,Martinique,UTS,Art History,Night Owl,Yes
1203,1203,1203,vanishing@msn.com,male,Meredith,Janet,no,yes,mj4947,Bermuda,TC,Computer Science,Early Bird,Yes
1204,1204,1204,genital@icloud.com,female,Saroyan,Queena,yes,no,sq4906,El Salvador,Arts,Biochemistry,Night Owl,Yes
1205,1205,1205,melodic@qq.com,male,Belloc,Marcus,no,yes,bm5701,Afghanistan,CCS,Chemical Engineering,Night Owl,Yes
1206,1206,1206,endearing@gmail.com,male,Gresham,Hilary,no,yes,gh6598,Mauritania,Medicine,Economics,Night Owl,Yes
1207,1207,1207,copious@126.com,female,Bessie,Lindsay,yes,no,bl8563,Tunisia,SGS,Chemical Engineering,Night Owl,Yes
1208,1208,1208,transcendental@msn.com,male,London,Ivan,no,no,li4653,Saint Helena,MSPH,Creative Writing,Night Owl,Yes
1209,1209,1209,stupendous@outlook.com,female,Spender,Bernie,no,no,sb9192,Paracel Islands,CJS,Electrical Engineering,Night Owl,Yes
1210,1210,1210,speeding@sina.com,female,Austen,Natalie,yes,no,an3398,Mongolia,JTS,Film & Media Studies,Night Owl,Yes
1211,1211,1211,pensive@mac.com,female,Harvey,Abbott,yes,no,ha4985,Clipperton Island,SEAS,Physics,Night Owl,Yes
1212,1212,1212,carnival@gmail.com,female,Alcott,York,yes,no,ay3401,Spain,CCS,French,Early Bird,Yes
1213,1213,1213,unadorned@outlook.com,male,Jordan,Maurice,no,no,jm5610,Mali,CCS,Chemistry,Night Owl,Yes
1214,1214,1214,undefeated@126.com,male,Mill,Archibald,no,no,ma4089,Wallis and Futuna,SIPA,Electrical Engineering,Early Bird,Yes
1215,1215,1215,insufferable@icloud.com,male,Forster,Natividad,no,no,fn3414,El Salvador,CBS,Philosophy,Early Bird,Yes
1216,1216,1216,wobbly@mac.com,female,Penn,Sean,yes,no,ps9987,Brunei,CBS,Mechanical Engineering,Early Bird,Yes
1217,1217,1217,convulsive@qq.com,male,Emerson,Lorraine,no,no,el1522,Equatorial Guinea,Medicine,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1218,1218,1218,beaming@hotmail.com,female,Mansfield,Glenn,yes,no,mg1046,Guadeloupe,TC,Art History,Early Bird,Yes
1219,1219,1219,unobtrusive@gmail.com,female,Jeames,Raymond,no,no,jr2561,Czech Republic,VCPS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1220,1220,1220,untreated@gmail.com,male,Aldington,Julius,yes,yes,aj9415,Europa Island,CJS,Political Science,Early Bird,Yes
1221,1221,1221,wideopen@qq.com,male,Irving,Lucien,yes,no,il3089,New Caledonia,CLS,Psychology,Night Owl,Yes
1222,1222,1222,whirling@qq.com,female,Landon,Beck,yes,no,lb2381,Sweden,CJS,Chemistry,Night Owl,Yes
1223,1223,1223,unifying@qq.com,female,Norris,Xavier,no,yes,nx3287,Kenya,TC,Visual Arts,Night Owl,Yes
1224,1224,1224,treelined@gmail.com,male,Connor,Miles,yes,yes,cm9493,Libya,UTS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1225,1225,1225,aggrieved@126.com,female,Maria,Sampson,yes,no,ms5168,Lesotho,CBS,Art History,Early Bird,Yes
1226,1226,1226,prewar@sina.com,female,Henrietta,Alice,no,yes,ha4744,Sweden,SGS,Human Rights,Early Bird,Yes
1227,1227,1227,sketchy@gmail.com,male,O'Neil,Amos,yes,no,oa3273,Madagascar,SPS,East Asian Studies,Night Owl,Yes
1228,1228,1228,preferential@126.com,female,Attlee,Joanna,no,yes,aj1888,Jan Mayen,TC,Industrial Engineering & Operations Research,Night Owl,Yes
1229,1229,1229,laughable@163.com,female,Thodore,Gregary,no,no,tg9592,Guinea,CBS,French,Night Owl,Yes
1230,1230,1230,impregnable@outlook.com,female,Cooke,Isabel,no,no,ci3554,Guyana,GSAPP,Mathematics,Night Owl,Yes
1231,1231,1231,scriptural@msn.com,female,Tracy,Pete,no,no,tp9129,Oman,SGS,Computer Science,Night Owl,Yes
1232,1232,1232,newfound@sina.com,female,Eisenhower,Gloria,no,yes,eg6881,Italy,UTS,Biomedical Engineering,Night Owl,Yes
1233,1233,1233,foaming@gmail.com,female,Flower,Rodney,yes,yes,fr9645,Vanuatu,BC,English,Night Owl,Yes
1234,1234,1234,blooming@outlook.com,female,Bert,Setlla,yes,no,bs3519,Italy,Nursing,Computer Science,Night Owl,Yes
